670502_20221211_20231209_221125_B_0,1.zip
000241_20220325_20230628_220325_B_0,6197.zip
505232_20221211_20231209_221118_B_0,6198.zip
000095_20220619_20260504_220527_B_0,6199.zip
305008_20221211_20231209_221118_B_0,62.zip
760945_20221211_20231209_221205_B_0,620.zip
300488_20221211_20231209_221125_B_0,6200.zip
670945_20221211_20231209_221125_B_0,6201.zip
661221_20221211_20231209_221116_B_0,6202.zip
535103_20221219_20230131_221219_B_0,6203.zip
320163_20221211_20231209_221130_B_0,6204.zip
100270_20220901_20230903_220902_B_0,6205.zip
240776_20221211_20231209_221125_B_0,6206.zip
310581_20221211_20231209_221123_B_0,6207.zip
840125_20221211_20231209_221130_B_0,6208.zip
824955_20221211_20231209_221125_B_0,6209.zip
425001_20230101_20261231_221223_B_0,621.zip
411240_20220101_20221231_211217_B_0,6210.zip
728510_20221211_20230902_221130_B_1,6211.zip
535101_20221219_20230131_221219_B_0,6212.zip
000241_20190411_20230628_200807_B_0,6213.zip
785021_20221211_20231209_221130_B_0,6214.zip
210547_20221211_20231209_221123_B_0,6215.zip
512409_20221211_20231209_221202_B_0,6216.zip
000240_20200512_20240430_200807_B_0,6217.zip
727332_20221211_20231209_221202_B_0,6218.zip
728231_20221211_20231209_221125_B_0,6219.zip
000269_20220511_20270510_220511_B_0,622.zip
866708_20221211_20231209_221116_B_0,6220.zip
200846_20221211_20231209_221128_B_0,6221.zip
780405_20221211_20231209_221123_B_0,6222.zip
250646_20221201_20231209_221130_B_0,6223.zip
661217_20221211_20231209_221116_B_0,6224.zip
863354_20221211_20231209_221125_B_0,6225.zip
001590_20221211_20230131_221202_B_0,6226.zip
395012_20221211_20231209_221209_B_0,6227.zip
320180_20221211_20231209_221130_B_0,6228.zip
642422_20221211_20231209_221128_B_0,6229.zip
112388_20221211_20231209_221207_B_0,623.zip
700927_20221211_20231209_221125_B_0,6230.zip
100140_20221017_20230903_221019_B_1,6231.zip
325013_20230101_20231231_221214_B_0,6232.zip
000158_20221211_20231209_221130_B_0,6233.zip
440202_20190101_20251231_200807_B_2,6234.zip
101401_20221211_20231209_221209_B_0,6235.zip
000103_20190901_20240831_200807_B_2,6236.zip
200566_20221211_20231209_221202_B_0,6237.zip
915074_20221211_20230304_221123_B_2,6238.zip
481820_20230101_20231231_221214_B_0,6239.zip
620774_20221211_20231209_221123_B_0,624.zip
445051_20180701_20231231_200807_B_0,6240.zip
592453_20221211_20231209_221228_B_1,6241.zip
905219_20221231_20221231_221223_B_0,6242.zip
910121_20221211_20231209_221128_B_0,6243.zip
905214_20230102_20230102_221223_B_0,6244.zip
286423_20221211_20231209_221125_B_0,6245.zip
691530_20221211_20231209_221123_B_0,6246.zip
802377_20221211_20231209_221125_B_0,6247.zip
615026_20221211_20231231_221202_B_0,6248.zip
485033_20200326_20281231_200807_B_2,6249.zip
903615_20221211_20231209_221128_B_0,625.zip
803180_20221211_20231209_221123_B_0,6250.zip
100207_20220901_20230903_220902_B_1,6251.zip
000155_20180810_20230809_200807_B_0,6252.zip
100157_20220901_20230903_220902_B_0,6253.zip
360834_20221211_20231209_221207_B_0,6254.zip
320912_20220612_20270612_220603_B_0,6255.zip
640360_20221211_20231209_221116_B_0,6256.zip
425007_20220101_20241231_211220_B_0,6257.zip
910127_20221211_20231209_221116_B_0,6258.zip
000032_20220725_20250613_220720_B_0,6259.zip
235530_20220201_20230131_220126_B_0,626.zip
100382_20221211_20231209_221207_B_0,6260.zip
481650_20230101_20280101_221214_B_0,6261.zip
421373_20220101_20221231_211215_B_0,6262.zip
252690_20221211_20231209_221118_B_0,6263.zip
000243_20201123_20250621_201118_B_0,6264.zip
100956_20221211_20231209_221209_B_0,6265.zip
522568_20221211_20231209_221209_B_0,6266.zip
210643_20230103_20231209_221223_B_0,6267.zip
802313_20221211_20231209_221125_B_0,6268.zip
780438_20221211_20231209_221123_B_0,6269.zip
350951_20221211_20231209_221128_B_0,627.zip
545023_20220901_20230630_220824_B_2,6270.zip
000414_20180806_20230212_200807_B_0,6271.zip
310571_20221211_20231209_221123_B_0,6272.zip
350330_20221211_20231209_221123_B_0,6273.zip
421706_20190101_20261231_200807_B_2,6274.zip
760948_20221211_20231209_221205_B_0,6275.zip
100387_20221211_20231209_221207_B_0,6276.zip
109389_20221211_20231209_221209_B_0,6277.zip
260718_20221211_20231209_221128_B_0,6278.zip
440253_20221211_20230630_221205_B_1,6279.zip
350160_20221211_20231209_221128_B_0,628.zip
727158_20221211_20231209_221125_B_0,6280.zip
912367_20221211_20231209_221128_B_0,6281.zip
450440_20221211_20231209_221130_B_0,6282.zip
100135_20230103_20230903_221223_B_0,6283.zip
729330_20221211_20231209_221130_B_0,6284.zip
726822_20221211_20230610_221128_B_1,6285.zip
000202_20211217_20250801_211203_B_0,6286.zip
445039_20221010_20231231_221005_B_0,6287.zip
600220_20221211_20231209_221123_B_0,6288.zip
650617_20221211_20231209_221125_B_0,6289.zip
000202_20201207_20250801_201209_B_0,629.zip
790320_20221211_20231209_221205_B_0,6290.zip
525314_20221211_20231209_221130_B_2,6291.zip
200532_20221211_20231209_221202_B_0,6292.zip
143105_20221211_20231209_221214_B_0,6293.zip
755904_20221211_20231209_221209_B_2,6294.zip
000027_20210710_20240317_210716_B_0,6295.zip
351031_20221211_20231209_221202_B_0,6296.zip
680865_20221211_20231209_221125_B_0,6297.zip
001452_20220701_20231208_220608_B_0,6298.zip
320122_20221211_20231209_221130_B_0,6299.zip
100202_20221128_20230903_221125_B_1,63.zip
000344_20190527_20240526_200807_B_2,630.zip
765041_20230101_20231231_221219_B_0,6300.zip
790260_20221211_20231209_221205_B_0,6301.zip
729333_20221211_20231209_221130_B_0,6302.zip
425051_20210401_20261231_210312_B_0,6303.zip
729431_20221211_20231209_221128_B_0,6304.zip
895022_20221225_20231209_221209_B_0,6305.zip
891342_20221211_20231209_221123_B_0,6306.zip
100224_20221031_20230903_221028_B_0,6307.zip
350080_20221213_20231209_221214_B_0,6308.zip
100386_20221224_20230102_221226_B_0,6309.zip
100267_20221201_20230903_221202_B_0,631.zip
261463_20230101_20230115_221223_B_1,6310.zip
100162_20230103_20230903_221223_B_0,6311.zip
500474_20221211_20231209_221128_B_0,6312.zip
100379_20221017_20231209_221014_B_0,6313.zip
200465_20221211_20231209_221128_B_0,6314.zip
425016_20200301_20261231_200807_B_0,6315.zip
582488_20221211_20231209_221202_B_0,6316.zip
721320_20221211_20231209_221123_B_0,6317.zip
000190_20191215_20241214_200807_B_0,6318.zip
873582_20221211_20231209_221128_B_0,6319.zip
481600_20230101_20231231_221214_B_0,632.zip
661209_20221211_20231209_221116_B_0,6320.zip
525302_20221211_20231209_221130_B_2,6321.zip
790350_20221211_20231209_221205_B_0,6322.zip
552629_20221211_20231209_221202_B_0,6323.zip
425019_20230101_20261231_221223_B_0,6324.zip
330802_20220828_20230702_220824_B_0,6325.zip
000333_20201006_20251003_201012_B_0,6326.zip
000169_20211224_20260822_211217_B_0,6327.zip
641372_20221211_20231209_221116_B_0,6328.zip
727601_20221211_20231209_221123_B_0,6329.zip
562739_20221211_20230830_221202_B_1,633.zip
891376_20221211_20230430_221209_B_1,6330.zip
500284_20221211_20231209_221128_B_0,6331.zip
000384_20201107_20230610_201111_B_0,6332.zip
655025_20220701_20251231_220701_B_0,6333.zip
600980_20221211_20231209_221123_B_0,6334.zip
000103_20210701_20240303_210702_B_0,6335.zip
225601_20220901_20221231_220826_B_0,6336.zip
535117_20220409_20230131_220408_B_0,6337.zip
845003_20220101_20221231_211215_B_0,6338.zip
611150_20221211_20231209_221116_B_0,6339.zip
944603_20221211_20231209_221125_B_0,634.zip
655020_20211212_20251231_211206_B_0,6340.zip
320993_20220721_20270721_220718_B_0,6341.zip
771951_20221211_20231209_221125_B_0,6342.zip
865315_20221211_20231209_221125_B_0,6343.zip
100203_20220901_20230903_220902_B_0,6344.zip
902264_20221211_20231209_221128_B_0,6345.zip
800801_20221211_20231209_221128_B_0,6346.zip
425022_20200301_20231002_200807_B_0,6347.zip
360817_20221211_20231209_221207_B_0,6348.zip
721380_20221211_20231209_221123_B_0,6349.zip
411011_20230101_20231231_221214_B_0,635.zip
440254_20221211_20231209_221130_B_0,6350.zip
661200_20221211_20231209_221116_B_0,6351.zip
692462_20221211_20231209_221123_B_0,6352.zip
000252_20190930_20240414_200807_B_0_x1,6353.zip
854912_20221211_20231209_221128_B_0,6354.zip
912446_20221211_20231209_221128_B_0,6355.zip
692535_20221211_20231209_221123_B_0,6356.zip
882614_20221211_20231209_221128_B_0,6357.zip
351030_20221211_20231209_221123_B_1,6358.zip
421275_20221016_20221231_221014_B_2,6359.zip
100225_20220901_20230903_220902_B_1,636.zip
000031_20220608_20260427_220527_B_0,6360.zip
251466_20221201_20231209_221125_B_0,6361.zip
370611_20221211_20231209_221205_B_0,6362.zip
878502_20221211_20231209_221125_B_0,6363.zip
729541_20221211_20231209_221125_B_0,6364.zip
670368_20221211_20231209_221125_B_0,6365.zip
655099_20211212_20251231_211206_B_0,6366.zip
395061_20221211_20231209_221209_B_0,6367.zip
230491_20221211_20231209_221125_B_0,6368.zip
485003_20200326_20281231_200807_B_2,6369.zip
100240_20220901_20230831_220902_B_1,637.zip
903678_20221211_20231209_221128_B_0,6370.zip
260714_20221211_20231209_221128_B_0,6371.zip
625502_20230101_20231209_221216_B_0,6372.zip
841106_20221211_20231209_221202_B_0,6373.zip
690110_20230101_20231209_221223_B_0,6374.zip
738057_20221211_20231209_221212_B_0,6375.zip
695481_20221211_20231209_221202_B_0,6376.zip
290632_20221211_20231209_221125_B_0,6377.zip
771271_20221211_20231209_221125_B_0,6378.zip
000032_20221218_20250613_221202_B_0,6379.zip
670941_20221211_20231209_221125_B_0,638.zip
241533_20221211_20231209_221123_B_0,6380.zip
905229_20230101_20230101_221223_B_0,6381.zip
325001_20220101_20221231_211210_B_0,6382.zip
933252_20221211_20231209_221125_B_0,6383.zip
853811_20221211_20231209_221128_B_0,6384.zip
282490_20221222_20231209_221219_B_0,6385.zip
862784_20221211_20231209_221116_B_0,6386.zip
866715_20221211_20231209_221116_B_0,6387.zip
100259_20220901_20230903_220902_B_0,6388.zip
780401_20221211_20231209_221205_B_0,6389.zip
100911_20220902_20230904_220902_B_1,639.zip
575010_20221211_20231209_221123_B_0,6390.zip
100377_20220901_20231209_220902_B_1,6391.zip
000081_20181209_20221231_200807_B_0,6392.zip
350100_20221211_20231209_221123_B_0,6393.zip
481760_20220101_20221231_211217_B_0,6394.zip
425016_20230101_20261231_221223_B_0,6395.zip
425007_20200606_20241231_200807_B_0,6396.zip
421180_20230101_20231231_221214_B_2,6397.zip
000494_20200221_20250216_200807_B_0,6398.zip
000018_20220110_20231019_220112_B_0,6399.zip
420401_20220101_20221231_211215_B_0,64.zip
265105_20230102_20230630_221223_B_2,640.zip
100136_20220901_20230903_220902_B_1,6400.zip
605002_20221211_20231209_221109_B_0,6401.zip
501269_20230101_20231209_221223_B_0,6402.zip
765012_20220101_20221231_211229_B_0,6403.zip
670550_20221211_20231209_221125_B_0,6404.zip
330810_20220828_20270601_220826_B_0,6405.zip
000414_20180422_20230212_200807_B_0,6406.zip
856803_20220612_20221231_220603_B_0,6407.zip
790220_20221211_20231209_221205_B_0,6408.zip
890341_20221211_20231209_221123_B_0,6409.zip
000046_20210903_20231210_210901_B_0,641.zip
905217_20230102_20230102_221223_B_0,6410.zip
100913_20230104_20230904_221223_B_0,6411.zip
948632_20221211_20231209_221125_B_0,6412.zip
700924_20221211_20231209_221125_B_0,6413.zip
430963_20221211_20230630_221205_B_1,6414.zip
000280_20211118_20240831_211112_B_0,6415.zip
641398_20221211_20231210_221116_B_0,6416.zip
780444_20221211_20231209_221123_B_0,6417.zip
775005_20221211_20231209_221130_B_0,6418.zip
856807_20220101_20221231_211222_B_0,6419.zip
522570_20221211_20231209_221209_B_0,642.zip
729610_20221211_20231209_221123_B_0,6420.zip
605022_20221211_20231209_221109_B_0,6421.zip
790080_20230101_20271231_221219_B_2,6422.zip
930205_20221211_20231209_221125_B_0,6423.zip
841204_20221211_20231209_221202_B_0,6424.zip
655099_20220701_20251231_220701_B_0,6425.zip
411360_20220101_20221231_211217_B_0,6426.zip
380751_20221211_20231209_221205_B_0,6427.zip
765041_20220601_20221231_220530_B_0,6428.zip
235510_20220201_20230131_220126_B_0,6429.zip
000263_20211217_20260503_211203_B_0,643.zip
325001_20230101_20231231_221214_B_1,6430.zip
662316_20221211_20231209_221123_B_0,6431.zip
512410_20221211_20231209_221202_B_0,6432.zip
440066_20221211_20231208_221205_B_0,6433.zip
355003_20221211_20231209_221130_B_0,6434.zip
133100_20221211_20231209_221209_B_0,6435.zip
103902_20221211_20231209_221212_B_0,6436.zip
370672_20221211_20231209_221205_B_0,6437.zip
370702_20221211_20231209_221207_B_0,6438.zip
864341_20221211_20231209_221125_B_0,6439.zip
845005_20220101_20221231_211215_B_0,644.zip
910138_20221211_20231209_221128_B_0,6440.zip
615012_20211212_20221231_211103_B_0,6441.zip
000268_20211203_20250910_211129_B_0,6442.zip
946003_20221211_20231209_221125_B_0,6443.zip
001435_20210402_20240329_210402_B_0,6444.zip
490735_20221211_20231209_221130_B_0,6445.zip
655006_20221211_20251231_221209_B_0,6446.zip
690270_20221211_20231209_221205_B_0,6447.zip
395013_20221211_20231209_221209_B_0,6448.zip
530115_20221211_20231209_221130_B_0,6449.zip
390228_20221211_20231209_221207_B_0,645.zip
390453_20221224_20231209_221223_B_0,6450.zip
662266_20221211_20231209_221123_B_0,6451.zip
947607_20221211_20231209_221125_B_0,6452.zip
425013_20220101_20261231_211220_B_0,6453.zip
380900_20221211_20271211_221207_B_0,6454.zip
100131_20230103_20230903_221223_B_0,6455.zip
790240_20221211_20231209_221205_B_0,6456.zip
285428_20221211_20231209_221125_B_0,6457.zip
300552_20221211_20231209_221125_B_0,6458.zip
941150_20221211_20231209_221125_B_0,6459.zip
655015_20220901_20251231_220826_B_0,646.zip
100401_20221211_20221231_221212_B_1,6460.zip
260719_20221211_20231209_221128_B_0,6461.zip
850116_20230101_20230115_221223_B_1,6462.zip
947640_20221211_20231209_221125_B_0,6463.zip
225613_20220901_20221231_220826_B_0,6464.zip
100399_20221211_20231209_221207_B_1,6465.zip
725108_20221211_20230610_221130_B_1,6466.zip
950113_20221211_20231209_221125_B_0,6467.zip
540722_20221211_20231209_221125_B_0,6468.zip
425007_20190609_20241231_200807_B_0,6469.zip
350130_20221211_20231209_221128_B_0,647.zip
100909_20220901_20230903_220902_B_1,6470.zip
876405_20221211_20231231_221118_B_0,6471.zip
485007_20201213_20281231_201127_B_2,6472.zip
550906_20221211_20231209_221130_B_0,6473.zip
650200_20221211_20231209_221125_B_0,6474.zip
000229_20201102_20250827_201023_B_0,6475.zip
250471_20230103_20230531_221223_B_1,6476.zip
370635_20221211_20231209_221205_B_0,6477.zip
300512_20221211_20231209_221125_B_0,6478.zip
802342_20221211_20231209_221125_B_0,6479.zip
000391_20190609_20231006_200807_B_0,648.zip
260715_20221211_20231209_221128_B_0,6480.zip
642371_20221211_20231209_221128_B_0,6481.zip
350650_20221211_20231209_221123_B_0,6482.zip
385003_20221211_20231209_221116_B_0,6483.zip
261418_20221211_20231209_221123_B_0,6484.zip
240533_20221211_20231209_221123_B_0,6485.zip
725602_20221211_20231209_221125_B_0,6486.zip
661334_20221211_20231209_221116_B_0,6487.zip
729835_20221211_20231209_221123_B_0,6488.zip
485005_20221211_20281231_221130_B_2,6489.zip
882616_20221211_20230630_221212_B_1,649.zip
691406_20230108_20231209_221221_B_0,6490.zip
795014_20220919_20231210_220907_B_0,6491.zip
425005_20200301_20231231_200807_B_0,6492.zip
000310_20220401_20271231_220318_B_0,6493.zip
320124_20221211_20231209_221130_B_0,6494.zip
100240_20221010_20230903_221012_B_1,6495.zip
430967_20221211_20231209_221130_B_0,6496.zip
220594_20221211_20231209_221202_B_0,6497.zip
840320_20221211_20231209_221202_B_0,6498.zip
100183_20230103_20230903_221223_B_0,6499.zip
545034_20220901_20230630_220824_B_2,65.zip
100164_20221224_20230102_221223_B_0,650.zip
000344_20220601_20240526_220601_B_0,6500.zip
421103_20230101_20231231_221219_B_0,6501.zip
920942_20221211_20231209_221123_B_0,6502.zip
729813_20221211_20231209_221125_B_0,6503.zip
874554_20221211_20231209_221128_B_0,6504.zip
416001_20230101_20231231_221226_B_0,6505.zip
425017_20220101_20261231_211220_B_0,6506.zip
915031_20221211_20230304_221123_B_2,6507.zip
780407_20221211_20231209_221123_B_0,6508.zip
001691_20221211_20231209_221130_B_0,6509.zip
000095_20221218_20260504_221207_B_0,651.zip
902259_20221211_20231209_221128_B_0,6510.zip
000059_20210201_20250905_210205_B_0,6511.zip
729816_20230101_20231209_221221_B_0,6512.zip
866713_20221211_20231209_221116_B_0,6513.zip
000045_20210526_20231115_210521_B_0,6514.zip
310572_20221211_20231209_221123_B_0,6515.zip
485007_20221211_20281231_221130_B_2,6516.zip
615054_20211212_20221231_211103_B_0,6517.zip
727913_20221211_20231209_221202_B_0,6518.zip
576027_20221211_20231209_221123_B_0,6519.zip
661227_20221211_20231209_221116_B_0,652.zip
835804_20221211_20221231_221130_B_0,6520.zip
330567_20221211_20231209_221205_B_0,6521.zip
840109_20221211_20231209_221130_B_0,6522.zip
650680_20221211_20231209_221125_B_0,6523.zip
281666_20221224_20231209_221214_B_1,6524.zip
895027_20221227_20221231_221130_B_0,6525.zip
650603_20221211_20231209_221125_B_0,6526.zip
265130_20220701_20230630_220617_B_2,6527.zip
000324_20211011_20240713_211006_B_0,6528.zip
727668_20221211_20231209_221202_B_0,6529.zip
000413_20211108_20261107_211105_B_0,653.zip
390238_20221211_20231209_221207_B_0,6530.zip
426005_20230101_20250831_221219_B_0,6531.zip
000032_20200830_20250613_200826_B_0,6532.zip
891341_20221211_20231209_221123_B_0,6533.zip
100333_20221211_20231209_221207_B_0,6534.zip
765003_20220101_20221231_211229_B_0,6535.zip
100229_20220901_20230903_220902_B_0,6536.zip
485002_20211221_20281231_211215_B_2,6537.zip
400833_20221211_20231209_221130_B_0,6538.zip
100200_20230103_20230903_221223_B_0,6539.zip
330801_20210927_20230114_210922_B_0,654.zip
726257_20221211_20231209_221202_B_0,6540.zip
370615_20221211_20231209_221205_B_0,6541.zip
700930_20221219_20231209_221216_B_0,6542.zip
525304_20221211_20231209_221130_B_2,6543.zip
340317_20221211_20231209_221207_B_0,6544.zip
930203_20221211_20231209_221125_B_0,6545.zip
001409_20220701_20270630_220624_B_0,6546.zip
225611_20220901_20221231_220826_B_0,6547.zip
884673_20221211_20231209_221128_B_0,6548.zip
729302_20221211_20231209_221130_B_0,6549.zip
411015_20220101_20221231_211217_B_0,655.zip
100141_20220901_20230903_220902_B_1,6550.zip
445028_20221223_20230102_221216_B_0,6551.zip
485004_20191215_20281231_200807_B_2,6552.zip
728310_20221211_20231209_221130_B_0,6553.zip
405611_20221211_20231209_221125_B_0,6554.zip
661309_20221211_20231209_221123_B_0,6555.zip
390243_20221211_20231209_221207_B_0,6556.zip
920517_20221211_20231209_221125_B_0,6557.zip
915072_20230107_20230701_221219_B_2,6558.zip
260997_20221211_20231209_221123_B_0,6559.zip
158711_20221211_20231209_221209_B_0,656.zip
915068_20221220_20230304_221219_B_2,6560.zip
620706_20221211_20231209_221123_B_0,6561.zip
291447_20221209_20231209_221209_B_0,6562.zip
100222_20221211_20230903_221212_B_1,6563.zip
000009_20221023_20271022_221007_B_0,6564.zip
100140_20220901_20230903_220902_B_1,6565.zip
729520_20221211_20231209_221202_B_0,6566.zip
728252_20221211_20231209_221205_B_0,6567.zip
883927_20221211_20231209_221128_B_0,6568.zip
895019_20221225_20231209_221209_B_0,6569.zip
000268_20210416_20250910_210412_B_0,657.zip
100356_20221224_20230102_221226_B_0,6570.zip
728585_20221211_20231209_221207_B_0,6571.zip
866704_20221211_20231209_221128_B_0,6572.zip
845202_20230101_20231231_221216_B_0,6573.zip
765007_20220101_20221231_211229_B_0,6574.zip
411180_20220101_20221231_211217_B_0,6575.zip
935235_20221211_20231209_221125_B_0,6576.zip
771940_20221211_20231209_221125_B_0,6577.zip
000689_20221211_20231209_221130_B_0,6578.zip
535105_20211201_20230131_211129_B_0,6579.zip
873538_20221211_20231209_221128_B_0,658.zip
421220_20220101_20221231_211215_B_2,6580.zip
265172_20220701_20230630_220615_B_2,6581.zip
330800_20221211_20241130_221207_B_0,6582.zip
691949_20221211_20231209_221123_B_0,6583.zip
370640_20221211_20231209_221205_B_0,6584.zip
611101_20221211_20231209_221116_B_0,6585.zip
790380_20221211_20231209_221205_B_0,6586.zip
685010_20221211_20231209_221214_B_0,6587.zip
805002_20221211_20231209_221125_B_0,6588.zip
771945_20221211_20231209_221125_B_0,6589.zip
250697_20221211_20231209_221130_B_0,659.zip
728930_20221211_20231209_221202_B_0,6590.zip
611151_20221211_20231209_221116_B_0,6591.zip
445050_20220701_20231231_220622_B_0,6592.zip
845002_20220101_20221231_211215_B_0,6593.zip
729336_20221211_20231209_221130_B_0,6594.zip
631735_20221211_20231209_221116_B_0,6595.zip
802350_20221211_20231209_221125_B_0,6596.zip
700934_20221211_20231209_221125_B_0,6597.zip
425007_20230101_20241231_221223_B_0,6598.zip
915054_20221211_20230304_221123_B_2,6599.zip
000014_20210215_20260215_210205_B_0,66.zip
552680_20221211_20231209_221202_B_0,660.zip
840102_20221211_20231209_221130_B_0,6600.zip
729446_20221211_20231209_221202_B_0,6601.zip
700954_20221211_20231209_221125_B_0,6602.zip
430852_20221211_20230630_221205_B_1,6603.zip
802375_20221211_20231209_221125_B_0,6604.zip
285765_20221211_20231209_221123_B_0,6605.zip
780405_20221211_20231209_221202_B_0,6606.zip
340348_20221211_20231209_221207_B_0,6607.zip
505202_20221211_20231209_221118_B_0,6608.zip
643371_20221211_20231209_221116_B_0,6609.zip
595011_20211226_20221230_211208_B_0,661.zip
655018_20220707_20251231_220701_B_0,6610.zip
910122_20221211_20231209_221128_B_0,6611.zip
490756_20221211_20231209_221130_B_0,6612.zip
575051_20221211_20231209_221123_B_0,6613.zip
370629_20221211_20231209_221205_B_0,6614.zip
545017_20221211_20230630_221214_B_2,6615.zip
289007_20221211_20231209_221205_B_0,6616.zip
305006_20221211_20221231_221012_B_0,6617.zip
430961_20221211_20231209_221130_B_0,6618.zip
481640_20230101_20231231_221214_B_0,6619.zip
947140_20221211_20231209_221125_B_0,662.zip
490734_20221211_20231209_221130_B_0,6620.zip
350040_20221211_20231209_221128_B_0,6621.zip
270540_20221211_20231209_221125_B_0,6622.zip
100140_20220926_20230903_220926_B_1,6623.zip
380766_20221211_20231209_221205_B_0,6624.zip
425002_20210301_20261231_210305_B_0,6625.zip
562735_20221211_20231209_221209_B_0,6626.zip
635001_20211212_20261231_211210_B_0,6627.zip
260733_20221211_20231209_221128_B_0,6628.zip
552665_20221211_20231209_221202_B_0,6629.zip
100371_20221024_20231209_221019_B_1,663.zip
756671_20221211_20231209_221209_B_0,6630.zip
370618_20221211_20231209_221205_B_0,6631.zip
445035_20221212_20230630_221207_B_0,6632.zip
421147_20220101_20221231_211217_B_0,6633.zip
100234_20221031_20230903_221026_B_0,6634.zip
905216_20221211_20231209_221125_B_0,6635.zip
804180_20221211_20231209_221125_B_0,6636.zip
505206_20221211_20231209_221118_B_0,6637.zip
700907_20221211_20231209_221125_B_0,6638.zip
895025_20221225_20231209_221209_B_0,6639.zip
000495_20210617_20250928_210611_B_0,664.zip
883621_20221211_20230131_221202_B_1,6640.zip
760100_20221211_20231209_221202_B_0,6641.zip
100129_20220901_20230903_220902_B_0,6642.zip
771250_20221211_20231209_221125_B_0,6643.zip
421704_20190101_20261231_200807_B_2,6644.zip
728420_20221211_20231209_221130_B_0,6645.zip
912441_20221211_20231209_221128_B_0,6646.zip
662332_20221211_20231209_221125_B_0,6647.zip
700904_20221211_20231209_221125_B_0,6648.zip
100334_20221211_20231209_221209_B_0,6649.zip
000032_20220627_20250613_220622_B_0,665.zip
874453_20221211_20231209_221128_B_0,6650.zip
000326_20220919_20261211_220921_B_0,6651.zip
000038_20210601_20260504_210604_B_0,6652.zip
884628_20221211_20231209_221209_B_0,6653.zip
282685_20221211_20231209_221125_B_0,6654.zip
100139_20230103_20230903_221223_B_0,6655.zip
100165_20220926_20230903_220926_B_1,6656.zip
281774_20230103_20231209_221223_B_0,6657.zip
100244_20221114_20230903_221111_B_0,6658.zip
425052_20210401_20261231_210312_B_0,6659.zip
853865_20221211_20231209_221128_B_0,666.zip
100329_20221211_20231209_221209_B_0,6660.zip
535113_20221201_20230131_221130_B_0,6661.zip
350956_20221211_20231209_221123_B_0,6662.zip
100121_20230103_20230903_221223_B_1,6663.zip
205001_20221208_20231209_221209_B_1,6664.zip
545500_20220901_20230630_220824_B_2,6665.zip
350937_20221211_20231209_221123_B_0,6666.zip
000079_20210208_20231117_210129_B_0,6667.zip
000001_20221128_20250613_221123_B_0,6668.zip
100160_20220901_20230903_220902_B_1,6669.zip
790420_20221211_20231209_221205_B_0,667.zip
481630_20220701_20221231_220701_B_0,6670.zip
755903_20221211_20231209_221209_B_2,6671.zip
790431_20230101_20231209_221223_B_0,6672.zip
200452_20221211_20231209_221202_B_0,6673.zip
760422_20221211_20231209_221202_B_0,6674.zip
721341_20221211_20231209_221123_B_0,6675.zip
891378_20221211_20231209_221123_B_0,6676.zip
351550_20221211_20231209_221202_B_0,6677.zip
470390_20221211_20231209_221205_B_0,6678.zip
662331_20221211_20231209_221123_B_0,6679.zip
300486_20221211_20231209_221125_B_0,668.zip
240805_20221211_20231209_221130_B_0,6680.zip
103907_20230101_20231210_221223_B_0,6681.zip
915155_20221211_20230304_221123_B_2,6682.zip
895025_20221211_20231209_221130_B_0,6683.zip
340315_20221211_20231209_221207_B_0,6684.zip
100377_20221211_20230531_221207_B_1,6685.zip
313573_20221221_20231209_221219_B_0,6686.zip
103120_20220901_20230903_220902_B_0,6687.zip
873532_20221211_20231209_221128_B_0,6688.zip
905223_20230102_20230102_221223_B_0,6689.zip
235504_20220201_20230131_220126_B_0,669.zip
512423_20221211_20231209_221202_B_0,6690.zip
835802_20221211_20221231_221130_B_0,6691.zip
436002_20221211_20231209_221207_B_0,6692.zip
265131_20230102_20230630_221223_B_2,6693.zip
421351_20220101_20221231_211215_B_2,6694.zip
580916_20230102_20231209_221223_B_0,6695.zip
100373_20221114_20231209_221111_B_1,6696.zip
370655_20221211_20231209_221205_B_0,6697.zip
655088_20220701_20251231_220701_B_0,6698.zip
000393_20221004_20271003_220926_B_0,6699.zip
490723_20221211_20231209_221130_B_0,67.zip
947627_20221211_20231209_221125_B_0,670.zip
948622_20221211_20231209_221125_B_0,6700.zip
460365_20221211_20230531_221205_B_1,6701.zip
169221_20221211_20231209_221128_B_0,6702.zip
481240_20230101_20231231_221214_B_0,6703.zip
000046_20210913_20231210_210910_B_0,6704.zip
380738_20221211_20231209_221205_B_0,6705.zip
450460_20221211_20231209_221130_B_0,6706.zip
780446_20221211_20231209_221123_B_0,6707.zip
727810_20221211_20231209_221128_B_0,6708.zip
481710_20220101_20221231_211217_B_0,6709.zip
395031_20221211_20231209_221209_B_0,671.zip
100376_20221224_20230102_221214_B_0,6710.zip
790280_20221211_20231209_221205_B_0,6711.zip
100110_20220913_20230903_220912_B_1,6712.zip
871732_20221211_20231209_221125_B_0_x1,6713.zip
947601_20221211_20231209_221125_B_0,6714.zip
840207_20221211_20231209_221130_B_0,6715.zip
615016_20211212_20221231_211112_B_0,6716.zip
562721_20221211_20231209_221209_B_0,6717.zip
853818_20221211_20231209_221128_B_0,6718.zip
100156_20220926_20230903_220926_B_1,6719.zip
485001_20190303_20281231_200807_B_2,672.zip
852822_20230101_20231209_221223_B_0,6720.zip
100196_20220901_20230903_220902_B_0,6721.zip
